AtcoCode,Bearing,CommonName,CreationDateTime,GrandParentLocalityName,Indicator,Landmark,LocalityName,ModificationDateTime,NaptanCode,Notes,NptgLocalityCode,ParentLocalityName,StopType,Street
1800NER0541,,Castleton,2005-05-24T00:00:00,,Manchester Road - Railway App,RAILWAY APP,Castleton,2005-05-24T00:00:00,,,E0028690,Rochdale,RSE,Manchester Road
1800CSTL0,,Castleton (Manchester) Rail Station,2005-02-02T00:00:00,,Entrance,,Castleton,2005-02-02T00:00:00,,,E0028690,Rochdale,RSE,Railway Approach
1800CSTL2,,Castleton (Manchester) Rail Station,2005-02-02T00:00:00,,Entrance,,Castleton,2005-02-02T00:00:00,,,E0028690,Rochdale,RSE,Manchester Rd
1800CSTL1,,Castleton (Manchester) Rail Station,2005-02-02T00:00:00,,Entrance,,Castleton,2005-02-02T00:00:00,,,E0028690,Rochdale,RSE,Car Park
1800NE03341,N,Castleton P.O.,2007-11-01T00:00:00,,Stop C,POST OFFICE,Castleton,2007-11-01T00:00:00,MANDWJAW,,E0028690,Rochdale,BCT,MANCHESTER ROAD
1800NE03342,S,Castleton Post Office  (C),2006-01-20T00:00:00,,Towards Rochdale,QUEENSWAY,Castleton,2006-01-20T00:00:00,,,E0028690,Rochdale,BCT,Manchester Road
1800EDH1861,W,Castleton Road,2010-05-27T00:00:00,,None,Castleton Road,Narrow Gate Brow,2010-05-27T00:00:00,,REMOVED,E0029116,Summit,BCT,CASTLETON ROAD
1800SGH1591,E,Castleton Road,2007-11-01T00:00:00,,Shepley Drive,SHEPLEY DRIVE,Hazel Grove,2007-11-01T00:00:00,,,E0028763,,BCT,CASTLETON ROAD
1800EDH1862,E,Castleton Road,2010-05-27T00:00:00,,None,Castleton Road,Narrow Gate Brow,2010-05-27T00:00:00,,REMOVED,E0029116,Summit,BCT,CASTLETON ROAD
1800SGH1592,W,Castleton Road,2007-11-01T00:00:00,,Shepley Drive,SHEPLEY DRIVE,Hazel Grove,2007-11-01T00:00:00,,,E0028763,,BCT,CASTLETON ROAD
1800NC21271,N,Cateaton St,2010-04-22T00:00:00,,adj,HOUSE 89,Fernhill,2010-04-22T00:00:00,MANDPMDT,INDICATOR AMENDED,E0028398,Bury,BCT,WALMERSLEY RD
1800NC21281,S,Cateaton St,2011-01-17T00:00:00,,nr,SURGERY,Fernhill,2011-01-17T00:00:00,MANDPMDW,INDICATOR AMENDED,E0028398,Bury,BCT,WALMERSLEY RD
1800EDH2011,S,Cathedral Rd (Sbnd),2010-10-11T00:00:00,,,CATHEDRAL RD,Chadderton Park,2010-10-11T00:00:00,,DIRECTION AMENDED,N0074935,Chadderton,BCT,CHADDERTON PK R
1800EDH0891,SW,Cathedral Rd (SWbnd),2010-10-09T00:00:00,,,CHICHESTER CRES,Chadderton,2010-10-09T00:00:00,,DIRECTION AMENDED,E0028692,,BCT,CATHEDRAL RD
1800EDH2012,N,Cathedral Road,2007-11-01T00:00:00,,Cathedral Road,CATHEDRAL ROAD,Chadderton Park,2007-11-01T00:00:00,,,N0074935,Chadderton,BCT,CHADDERTON PK R
1800EDH0892,W,Cathedral Road,2007-11-01T00:00:00,,Chichester Cres,CHICHESTER CRES,Chadderton,2007-11-01T00:00:00,,,E0028692,,BCT,CATHEDRAL ROAD
1800EDH2122,W,Cathedral Road,2007-11-01T00:00:00,,Taunton Road,TAUNTON ROAD,Chadderton,2007-11-01T00:00:00,,,E0028692,,BCT,CATHEDRAL ROAD
1800EDH3961,NE,Cathedral Road (NEBnd),2011-01-31T00:00:00,,nr School,Cathedral Road (NEBnd),Chadderton,2011-01-31T00:00:00,,,E0028692,,BCT,CATHEDRAL ROAD
1800EDH3951,NE,Cathedral Road (NEbnd),2011-01-31T00:00:00,,Cathedral Road,Cathedral Road (NEbnd),Chadderton,2011-01-31T00:00:00,,,E0028692,,BCT,CATHEDRAL ROAD
1800EDH3981,W,Cathedral Road (NWBnd),2011-01-31T00:00:00,,Parkway,Cathedral Road (NWBnd),Chadderton,2011-01-31T00:00:00,,,E0028692,,BCT,CATHEDRAL ROAD
1800EDH3941,W,Cathedral Road (NWBnd),2011-01-31T00:00:00,,Tavistock Drive,Cathedral Road (NWBnd),Chadderton,2011-01-31T00:00:00,,,E0028692,,BCT,CATHEDRAL ROAD
1800EDH3971,E,Cathedral Road (SEBnd),2011-01-31T00:00:00,,Parkway,Cathedral Road (SEBnd),Chadderton,2011-01-31T00:00:00,,,E0028692,,BCT,CATHEDRAL ROAD
1800EDH3931,E,Cathedral Road (SEbnd),2011-01-28T00:00:00,,Chadderton Park Rd,Cathedral Road (SEbnd),Chadderton Park,2011-01-28T00:00:00,,,N0074935,Chadderton,BCT,CATHEDRAL ROAD
1800EDH2121,SW,Cathedral Road (SWbnd),2010-10-09T00:00:00,,Taunton Road,TAUNTON ROAD,Chadderton,2010-10-09T00:00:00,,DIRECTION AMENDED,E0028692,,BCT,CATHEDRAL ROAD
1800WA16091,W,Catholic Church,2007-11-01T00:00:00,,o/s,CAFE,Bolton,2007-11-01T00:00:00,MANPATMT,,E0057777,,BCT,GREAT MOOR ST
1800WA02511,E,Catholic Church,2014-10-14T00:00:00,,opp,MARIE CURIE SHP,Bolton,2014-10-14T00:00:00,MANJWDTW,INDICATOR AMENDED,E0057777,,BCT,GREAT MOOR ST
1800WK32431,S,Caton Dr,2007-11-01T00:00:00,,nr,HOUSE 1,Howe Bridge,2007-11-01T00:00:00,MANTAMGJ,,E0028863,Atherton,BCT,LEIGH RD
1800WAH2132,SW,Catterall Crescent,2007-11-01T00:00:00,,None,Catterall Crescent,Bradshaw,2007-11-01T00:00:00,,,E0028594,,BCT,CATTERALL CRES
1800WAH2131,NE,Catterall Crescent,2007-11-01T00:00:00,,None,Catterall Crescent,Bradshaw,2007-11-01T00:00:00,,,E0028594,,BCT,CATTERALL CRES
1800SJ03851,S,Catterick Avenue,2014-10-06T00:00:00,,nr,SUMMER COURT,Sale,2014-10-06T00:00:00,MANJPJAW,INDICATOR AMENDED,E0029289,,BCT,FIRSWAY
1800SJ03721,N,Catterick Avenue,2014-10-06T00:00:00,,opp,SUMMER COURT,Sale,2014-10-06T00:00:00,MANJPGWA,INDICATOR AMENDED,E0029289,,BCT,FIRSWAY
1800SB09921,W,Catterick Rd,2007-11-01T00:00:00,,opp,SHOPS,Burnage,2007-11-01T00:00:00,MANGPMWP,,E0028653,Manchester,BCT,SCHOOL LN
1800SB09931,E,Catterick Rd,2007-11-01T00:00:00,,nr,HOUSE 103,Burnage,2007-11-01T00:00:00,MANGPMWT,,E0028653,Manchester,BCT,SCHOOL LN
1800SGH3271,W,Catterwood Drive,2007-11-01T00:00:00,,None,Catterwood Drive,Compstall,2007-11-01T00:00:00,,,E0028272,,BCT,CATTERWOOD DR
1800NE26761,SW,Causey Dr,2014-02-04T00:00:00,,opp,HOUSE 269,Langley,2014-02-04T00:00:00,MANGDADT,INIDICATOR AMENDED,E0028938,Middleton,BCT,WINDERMERE RD
1800NE26771,NE,Causey Dr,2007-11-01T00:00:00,,nr,,Langley,2007-11-01T00:00:00,MANGDADW,,E0028938,Middleton,BCT,WINDERMERE RD
1800NE26751,NE,Causey Dr,2014-02-04T00:00:00,,nr,HOUSE 282,Langley,2014-02-04T00:00:00,MANGDADP,INDICATOR AMENDED,E0028938,Middleton,BCT,WINDERMERE RD
1800EB06241,NW,Cavanagh Cl,2010-03-26T00:00:00,,nr,HOUSE 118,Brunswick,2010-03-26T00:00:00,MANADTDW,INDICATOR AMENDED,N0078417,Manchester,BCT,STOCKPORT RD
1800NF04521,SE,Cavendish Rd,2007-11-01T00:00:00,Salford,nr,CHURCH,Kersal Bar,2007-11-01T00:00:00,MANGJMWP,,N0075031,Kersal,BCT,BURY NEW RD
1800NF29031,SE,Cavendish Rd,2007-11-01T00:00:00,Salford,nr,OTTERBURN HOUSE,Monton,2007-11-01T00:00:00,MANGMGAG,,E0029078,Eccles,BCT,MONTON RD
1800SG06941,W,Cavendish Rd,2014-02-12T00:00:00,,opp,HOUSE 21,Hazel Grove,2014-02-12T00:00:00,MANJAPJM,INDICATOR AMENDED,E0028763,,BCT,DEAN LN
1800SB33191,SW,Cavendish Rd,2007-11-01T00:00:00,Manchester,Stop B,FLATS,West Didsbury,2007-11-01T00:00:00,MANGWATP,,E0029519,Didsbury,BCT,PRINCESS RD
1800SG06931,E,Cavendish Rd,2014-02-12T00:00:00,,nr,HOUSE 22,Hazel Grove,2014-02-12T00:00:00,MANJAPJG,INDICATOR AMENDED,E0028763,,BCT,DEAN LN
1800NF29021,NW,Cavendish Rd,2007-11-01T00:00:00,Salford,opp,HOUSE 113,Monton,2007-11-01T00:00:00,MANGMGAD,,E0029078,Eccles,BCT,MONTON RD
1800SJ00401,SW,Cavendish Road,2014-02-25T00:00:00,,opp,CHURCH,Gorse Hill,2014-02-25T00:00:00,MANJMJWA,INDICATOR AMENDED,E0028450,Stretford,BCT,CHESTER ROAD
1800SJ00741,W,Cavendish Road,2014-02-25T00:00:00,,nr,HOUSE 106,Urmston,2014-02-25T00:00:00,MANJMPGA,INDICATOR AMENDED,E0029481,,BCT,WINCHESTER ROAD
1800SB31191,SE,Cavendish St,2010-03-30T00:00:00,,opp,CHURCH INN,Chorlton upon Medlock,2010-03-30T00:00:00,MANGTMWP,INDICATOR AMENDED,E0028715,Manchester,BCT,CAMBRIDGE ST
1800EH35831,W,Cavendish St,2015-02-23T00:00:00,,nr,CAR SHOWROOM,Ashton Under Lyne,2015-02-23T00:00:00,MANDAPWA,LOCATION AMENDED,E0028492,,BCT,KATHERINE ST
1800EH35851,W,Cavendish St,2007-11-01T00:00:00,,None,NONE,Ashton Under Lyne,2007-11-01T00:00:00,MANDAPWG,,E0028492,,BCT,KATHERINE ST
1800EH35841,E,Cavendish St,2014-10-15T00:00:00,,adj,,Ashton Under Lyne,2014-10-15T00:00:00,MANDAPWD,STOP NAME AMENDED,E0028492,,BCT,KATHERINE ST
1800SB31181,NW,Cavendish St,2010-03-30T00:00:00,,nr,CAMBRIDGE HALL,Chorlton upon Medlock,2010-03-30T00:00:00,MANGTMWM,INDICATOR AMENDED,E0028715,Manchester,BCT,HR CAMBRIDGE ST
1800EHH0441,W,Cavendish St (to def rte),2010-10-29T00:00:00,,Cavendish St.,CAVENDISH ST.,Ashton Under Lyne,2010-10-29T00:00:00,,STOP REMOVED,E0028492,,BCT,WELLINGTON ROAD
1800EHH0442,E,Cavendish St (to def rte),2010-10-29T00:00:00,,Cavendish St.,CAVENDISH ST.,Ashton Under Lyne,2010-10-29T00:00:00,,STOP REMOVED,E0028492,,BCT,WELLINGTON ROAD
1800SBH0251,W,Cavendish Street (to def rte),2007-11-01T00:00:00,,Cambridge St,CAMBRIDGE ST,Chorlton upon Medlock,2007-11-01T00:00:00,,,E0028715,Manchester,BCT,CAVENDISH ST
1800SBH0252,E,Cavendish Street (to def rte),2007-11-01T00:00:00,,Cambridge St,CAMBRIDGE ST,Chorlton upon Medlock,2007-11-01T00:00:00,,,E0028715,Manchester,BCT,CAVENDISH ST
1800EHH0412,N,Cavendish Street (to def rte),2007-11-01T00:00:00,,Katherine St,KATHERINE ST,Ashton Under Lyne,2007-11-01T00:00:00,,,E0028492,,BCT,CANVENDISH ST
1800EHH0411,S,Cavendish Street (to def rte),2007-11-01T00:00:00,,Katherine St,KATHERINE ST,Ashton Under Lyne,2007-11-01T00:00:00,,,E0028492,,BCT,CANVENDISH ST
1800EB07711,N,Cawdor Rd,2010-04-14T00:00:00,Manchester,nr,HOUSE NO 218,Owens Park,2010-04-14T00:00:00,MANADWDG,INDICATOR AMENDED,N0075112,Fallowfield,BCT,WILMSLOW RD
1800WA42531,W,Cawdor St,2014-02-25T00:00:00,,nr,,Moses Gate,2014-02-25T00:00:00,MANPGWAJ,indicator amended,E0029094,Farnworth,BCT,CAMPBELL ST
1800NF29381,N,Cawdor St,2007-11-01T00:00:00,Salford,nr,ENGELS HOUSE,Patricroft,2007-11-01T00:00:00,MANGMGPT,,E0029193,Eccles,BCT,TRAFFORD RD
1800WA42491,N,Cawdor St,2014-02-25T00:00:00,,nr,,Moses Gate,2014-02-25T00:00:00,MANPGTWP,indicator amended,E0029094,Farnworth,BCT,EGERTON ST
1800NFH1252,SE,Cawdor Street,2007-11-01T00:00:00,Salford,Armitage St,ARMITAGE ST,Patricroft,2007-11-01T00:00:00,,,E0029193,Eccles,BCT,CAWDOR STREET
1800NFH1251,NW,Cawdor Street,2007-11-01T00:00:00,Salford,Armitage St,ARMITAGE ST,Patricroft,2007-11-01T00:00:00,,,E0029193,Eccles,BCT,CAWDOR STREET
1800NC05481,E,Cawley Ave,2008-04-23T00:00:00,Bury,nr,HOUSE 42,Carr Clough,2008-04-23T00:00:00,MANDMPJA,INDICATOR AMENDED,N0074927,Prestwich,BCT,CARR AVE
1800WK23441,N,Cecil Ave,2014-02-12T00:00:00,,opp,HOUSE 114,Springfield,2014-02-12T00:00:00,MANPWTAD,indicator amended,E0029356,Wigan,BCT,SPRINGFIELD RD
1800WK23431,S,Cecil Ave,2014-02-12T00:00:00,,nr,PUB,Springfield,2014-02-12T00:00:00,MANPWPWT,indicator amended,E0029356,Wigan,BCT,SPRINGFIELD RD
1800NF29431,SW,Cecil Rd,2016-01-22T00:00:00,Salford,nr,HOUSE 77,Patricroft,2016-01-22T00:00:00,MANGMGTJ,STOP NAME AMENDED,E0029193,Eccles,BCT,TRAFFORD RD
1800NB43231,W,Cecil Rd,2007-11-01T00:00:00,,nr,HOUSE 133,Higher Blackley,2007-11-01T00:00:00,MANDMAMW,,E0028798,Manchester,BCT,VICTORIA AVE
1800NF29421,NE,Cecil Rd,2016-01-22T00:00:00,Salford,opp,HOUSE 95,Patricroft,2016-01-22T00:00:00,MANGMGTG,STOP NAME AMENDED,E0029193,Eccles,BCT,TRAFFORD RD
1800NB43241,E,Cecil Rd,2007-11-01T00:00:00,,opp,HOUSE 120,Higher Blackley,2007-11-01T00:00:00,MANDMAPA,,E0028798,Manchester,BCT,VICTORIA AVE
1800NBH0541,NW,Cecil Road,2007-11-01T00:00:00,,Hill Lane,HILL LANE,Higher Blackley,2007-11-01T00:00:00,,,E0028798,Manchester,BCT,CECIL ROAD
1800NEH2541,NE,Cedar Avenue (to der rte),2007-11-01T00:00:00,Rochdale,None,Cedar Avenue (to der rte),Back O th Moss,2007-11-01T00:00:00,,,E0028502,Heywood,BCT,CEDAR AVENUE
1800NEH2542,SW,Cedar Avenue (to der rte),2007-11-01T00:00:00,Rochdale,None,Cedar Avenue (to der rte),Back O th Moss,2007-11-01T00:00:00,,,E0028502,Heywood,BCT,CEDAR AVENUE
1800WF41411,NW,Cedar Dr,2014-02-18T00:00:00,,nr,HOUSE 382,Clifton,2014-02-18T00:00:00,MANPMDMD,indicator amended,E0028726,Salford,BCT,MANCHESTER RD
1800WF15121,SE,Cedar Dr,2014-02-21T00:00:00,,opp,HOUSE 409,Clifton,2014-02-21T00:00:00,MANPJGPT,indicator amended,E0028726,Salford,BCT,MANCHESTER RD
1800NE04892,N,Cedar Drive - Lime Grove,2006-05-31T00:00:00,Rochdale,Houses,LIME GROVE,Back O th Moss,2006-05-31T00:00:00,,,E0028502,Heywood,BCT,Cedar Drive
1800ED14051,S,Cedar Gr,2007-11-01T00:00:00,,nr,HOUSE 56,Thorp,2007-11-01T00:00:00,MANAPDAD,,E0029440,Royton,BCT,FIR LN
1800ED14061,N,Cedar Gr,2007-11-01T00:00:00,,opp,HOUSE 75,Thorp,2007-11-01T00:00:00,MANAPDAG,,E0029440,Royton,BCT,FIR LN
1800EHH0082,E,Cedar Grove,2007-11-01T00:00:00,,Shoecroft Ave,SHOECROFT AVE,Denton,2007-11-01T00:00:00,,,N0074964,,BCT,CEDAR GROVE
1800EHH1352,N,Cedar Grove,2007-11-01T00:00:00,,Cedar Grove,CEDAR GROVE,Denton,2007-11-01T00:00:00,,,N0074964,,BCT,ACRE STREET
1800EHH0081,E,Cedar Grove (NE Bnd),2010-10-14T00:00:00,,Shoecroft Ave,SHOECROFT AVE,Denton,2010-10-14T00:00:00,,DIRECTION AMENDED,N0074964,,BCT,CEDAR GROVE
1800EHH1351,N,Cedar Grove (NW Bnd),2010-10-14T00:00:00,,Cedar Grove,CEDAR GROVE,Denton,2010-10-14T00:00:00,,DIRECTION AMENDED,N0074964,,BCT,ACRE STREET
1800EHH2171,W,Cedar Grove (SW Bnd),2010-10-14T00:00:00,,Nr Hse 1,Cedar Grove (SW Bnd),Denton,2010-10-14T00:00:00,,,N0074964,,BCT,CEDAR GROVE
1800NEH1672,E,Cedar Lane,2007-11-01T00:00:00,,Cedar Lane,CEDAR LANE,Newhey,2007-11-01T00:00:00,,,E0029132,Rochdale,BCT,SYCAMORE AVENUE
1800NEH4601,NE,Cedar Lane (NE bnd),2011-02-04T00:00:00,,nr Elm Grove,Cedar Lane (NE bnd),Newhey,2011-02-04T00:00:00,,,E0029132,Rochdale,BCT,CEDAR LANE
1800NEH0691,SW,Cedar Lane (SW bnd),2011-02-04T00:00:00,,Newhey Road,NEWHEY ROAD,Newhey,2011-02-04T00:00:00,,DIRECTION AMENDED,E0029132,Rochdale,BCT,CEDAR LANE
1800EBH0441,W,Cedar Mount Academy,2007-11-01T00:00:00,Manchester,,SCHOOL,Ryder Brow,2007-11-01T00:00:00,,,E0029286,Gorton,BCT,HOLMCROFT RD
1800NE10461,NE,Cedar Rd,2016-12-16T00:00:00,,nr,HOUSE 55,Moorclose,2016-12-16T00:00:00,MANTWTDJ,,E0029085,Middleton,BCT,ASPINALL ST
1800NE07711,SW,Cedar Rd,2010-04-24T00:00:00,,opp,AVRO COURT,Moorclose,2010-04-24T00:00:00,MANDWMDW,INDICATOR AMENDED,E0029085,Middleton,BCT,ASPINALL ST
1800SJH2451,E,Cedar Road,2007-11-01T00:00:00,,Oak Road,OAK ROAD,Hale,2007-11-01T00:00:00,,,E0028730,Altrincham,BCT,CEDAR ROAD
1800SJH2452,W,Cedar Road,2007-11-01T00:00:00,,Oak Road,OAK ROAD,Hale,2007-11-01T00:00:00,,,E0028730,Altrincham,BCT,CEDAR ROAD
1800WA14351,E,Cemetery,2007-11-01T00:00:00,,opp,,Wallsuches,2007-11-01T00:00:00,MANPAMPD,,E0029492,Horwich,BCT,CHORLEY OLD RD
1800SJ41471,E,Cemetery,2015-01-21T00:00:00,,opp,HOUSE 179A,Hale,2015-01-21T00:00:00,MANJTJWD,INDICATOR AMENDED,E0028730,Altrincham,BCT,HALE ROAD
1800SJ41341,W,Cemetery,2015-01-21T00:00:00,,o/s,CEMETRY,Hale,2015-01-21T00:00:00,MANJTJPG,INDICATOR AMENDED,E0028730,Altrincham,BCT,HALE ROAD
1800WA14361,W,Cemetery,2007-11-01T00:00:00,,o/s,CEMETERY,Wallsuches,2007-11-01T00:00:00,MANPAMPG,,E0029492,Horwich,BCT,CHORLEY OLD RD
1800NF02501,N,Cemetery Gate,2007-11-01T00:00:00,,opp,CEMETERY,Lower Kersal,2007-11-01T00:00:00,MANGJGWP,,E0029017,Salford,BCT,LANGLEY RD
1800NF40651,S,Cemetery Gate,2007-11-01T00:00:00,,nr,CEMETERY,Lower Kersal,2007-11-01T00:00:00,MANGPDGJ,,E0029017,Salford,BCT,LANGLEY RD
1800NF40661,N,Cemetery Lodge,2007-11-01T00:00:00,,opp,THE BLAST SHOP,Agecroft,2007-11-01T00:00:00,MANGPDGM,,E0028249,Salford,BCT,LANGLEY RD
1800NF40671,S,Cemetery Lodge,2007-11-01T00:00:00,,nr,CEMETERY,Agecroft,2007-11-01T00:00:00,MANGPDGP,,E0028249,Salford,BCT,LANGLEY RD
1800WK46051,S,Cemetery Rd,2007-11-01T00:00:00,Wigan,opp,HOUSE 287,Lower Ince,2007-11-01T00:00:00,MANTDPWJ,,E0029015,Ince,BCT,WARRINGTON RD
1800EH38391,NE,Cemetery Rd,2010-11-16T00:00:00,,opp,HOUSE 350,Circular Road Estate,2010-11-16T00:00:00,MANDGDWM,INDICATOR AMENDED,N0077407,Denton,BCT,STOCKPORT RD
1800EH35581,E,Cemetery Rd,2007-11-01T00:00:00,,O/s House 150,O/S HOUSE 150,Droylsden,2007-11-01T00:00:00,MANDAPMA,,E0028353,,BCT,MANCHESTER RD
1800EH45361,SE,Cemetery Rd,2010-08-05T00:00:00,,opp,,Micklehurst,2010-08-05T00:00:00,MANDGWJT,LOCATION AMENDED,E0029057,Mossley,BCT,STALEY RD
1800EH35591,W,Cemetery Rd,2010-04-19T00:00:00,,opp Royal Oak,NEWSAGENT,Droylsden,2010-04-19T00:00:00,MANDAPMD,INDICATOR AMENDED,E0028353,,BCT,MANCHESTER RD
1800NC23581,S,Cemetery Rd,2007-11-01T00:00:00,Bury,nr,HOUSE 132,Black Lane,2007-11-01T00:00:00,MANDTDJD,,E0028553,Radcliffe,BCT,AINSWORTH RD
1800WK46061,N,Cemetery Rd,2007-11-01T00:00:00,Wigan,nr,CEMETERY,Lower Ince,2007-11-01T00:00:00,MANTDPWM,,E0029015,Ince,BCT,WARRINGTON RD
1800EH38401,SW,Cemetery Rd,2014-10-15T00:00:00,,nr,HOUSE 413,Circular Road Estate,2014-10-15T00:00:00,MANDGDWP,STOP NAME AMENDED,N0077407,Denton,BCT,STOCKPORT RD
1800EH45371,NW,Cemetery Rd,2007-11-01T00:00:00,,nr,HOUSE 71,Micklehurst,2007-11-01T00:00:00,MANDGWJW,,E0029057,Mossley,BCT,STALEY RD
1800WF12901,W,Cemetery Rd Nth,2014-02-21T00:00:00,,nr,HOUSE 159,Pendlebury,2014-02-21T00:00:00,MANTPDMD,indicator amended,E0029198,Salford,BCT,MOSSFIELD RD
1800WF41231,SE,Cemetery Rd Nth,2014-02-18T00:00:00,,opp,HOUSE 186,Pendlebury,2014-02-18T00:00:00,MANPMDAW,indicator amended,E0029198,Salford,BCT,MOSSFIELD RD
1800WF40921,SE,Cemetery Rd Sth,2014-02-18T00:00:00,,nr,HOUSE 361,Swinton,2014-02-18T00:00:00,MANPMAMW,indicator amended,E0029410,Salford,BCT,CHORLEY RD
1800WA25801,W,Cemetery Road,2014-04-23T00:00:00,,nr,HOUSE 188,Tonge Fold,2014-04-23T00:00:00,MANPGAMJ,indicator amended,E0029447,Bolton,BCT,BURY ROAD
1800WA25811,E,Cemetery Road,2014-04-23T00:00:00,,opp,,Tonge Fold,2014-04-23T00:00:00,MANPGAMP,indicator amended,E0029447,Bolton,BCT,BURY ROAD
1800ZZMACEM2,,Cemetery Road (Manchester Metrolink),2012-10-11T00:00:00,,North East Entrance,,Droylsden,2012-10-11T00:00:00,,,E0028353,,TMU,Manchester Rd
1800ZZMACEM4,,Cemetery Road (Manchester Metrolink),2012-10-11T00:00:00,,South West Entrance,,Droylsden,2012-10-11T00:00:00,,,E0028353,,TMU,Manchester Rd
1800ZZMACEM1,,Cemetery Road (Manchester Metrolink),2012-10-11T00:00:00,,South East Entrance,,Droylsden,2012-10-11T00:00:00,,,E0028353,,TMU,Manchester Rd
1800ZZMACEM3,,Cemetery Road (Manchester Metrolink),2012-10-11T00:00:00,,North West Entrance,,Droylsden,2012-10-11T00:00:00,,,E0028353,,TMU,Manchester Rd
1800EH35561,W,Cemetery Road Tram Stop,2013-01-30T00:00:00,,Stop B,TRAM STOP,Droylsden,2013-01-30T00:00:00,MANDAPJT,NAME AMENDED,E0028353,,BCT,MANCHESTER RD
1800EH35571,E,Cemetery Road Tram Stop,2013-01-30T00:00:00,,Stop A,CHESWORTH COURT,Droylsden,2013-01-30T00:00:00,MANDAPJW,NAME AMENDED,E0028353,,BCT,MANCHESTER RD
1800NE26441,N,Cemetery St,2007-11-01T00:00:00,,opp,PROPERTY 77F,Middleton,2007-11-01T00:00:00,MANGAWJD,,E0029060,,BCT,LONG STREET
1800NE26431,S,Cemetery St,2010-04-26T00:00:00,,nr,NEW INN,Middleton,2010-04-26T00:00:00,MANGAWJA,INDICATOR AMENDED,E0029060,,BCT,LONG ST
1800NFH0521,S,Centenary Bridge (s'bound)(to def route),2007-11-01T00:00:00,,On Bridge,ON BRIDGE,Trafford Park,2007-11-01T00:00:00,,,E0029470,,BCT,CENTENARY WAY
1800NFH0532,W,Centenary Circle (to define route),2007-11-01T00:00:00,Salford,Centenary Circ,CENTENARY CIRC,Ladywell,2007-11-01T00:00:00,,,N0075035,Eccles,BCT,CENTENARY WAY
1800NFH0531,E,Centenary Circle (to define route),2007-11-01T00:00:00,Salford,Centenary Circ,CENTENARY CIRC,Ladywell,2007-11-01T00:00:00,,,N0075035,Eccles,BCT,CENTENARY WAY
1800SJH2381,N,Centenary Way (Nbd - to def route),2007-11-01T00:00:00,,Tenax Circle,TENAX CIRCLE,Trafford Park,2007-11-01T00:00:00,,,E0029470,,BCT,CENTENARY WAY
1800SJH2391,S,Centenary Way (Sbd - to def route),2007-11-01T00:00:00,,Tenax Circle,TENAX CIRCLE,Trafford Park,2007-11-01T00:00:00,,,E0029470,,BCT,CENTENARY WAY
1800ED13581,SE,Central Ave,2007-11-01T00:00:00,,nr,PARK,Greenfield,2007-11-01T00:00:00,MANAPATJ,,E0028472,,BCT,CHEW VALLEY RD
1800NF09061,SE,Central Ave,2007-11-01T00:00:00,,nr,HOUSE 71,Irlams o' th' Height,2007-11-01T00:00:00,MANGJPGJ,,E0028886,Salford,BCT,DUCHY RD
1800WK37501,S,Central Ave,2007-11-01T00:00:00,,nr,BUILDING 39,Hooten Gardens,2007-11-01T00:00:00,MANTDJAW,,E0028850,Leigh,BCT,WARRINGTON RD
1800ED13571,NW,Central Ave,2010-04-15T00:00:00,,opp,GEMINI,Greenfield,2010-04-15T00:00:00,MANAPATG,INDICATOR AMENDED,E0028472,,BCT,CHEW VALLEY RD
1800WA42181,N,Central Ave,2014-02-26T00:00:00,,nr,HOUSE 7,Harper Green,2014-02-26T00:00:00,MANPGTGM,indicator amended,E0028741,Farnworth,BCT,LABURNUM RD
1800WK02641,N,Central Ave,2014-02-18T00:00:00,,opp,HOUSE 74,Hooten Gardens,2014-02-18T00:00:00,MANPMWDA,indicator amended,E0028850,Leigh,BCT,WARRINGTON RD
1800WA42171,S,Central Ave,2014-02-26T00:00:00,,opp,HOUSE 2,Harper Green,2014-02-26T00:00:00,MANPGTGJ,indicator amended,E0028741,Farnworth,BCT,LABURNUM RD
1800NF10241,NW,Central Bay,2013-08-06T00:00:00,Salford,nr,CAR PARK,The Lowry,2013-08-06T00:00:00,MANTWDPD,,N0076733,Salford Quays,BCT,THE QUAYS
1800ED15481,E,Central Bus Stn           QS,2007-11-01T00:00:00,,Magistrates Crt,MAGISTRATES CRT,Oldham,2007-11-01T00:00:00,MANAPGJM,,E0057798,,BCT,WEST STREET
1800ED15421,S,Central Bus Stn (Stop J)  QS,2007-11-01T00:00:00,,Turning Circle,TURNING CIRCLE,Oldham,2007-11-01T00:00:00,MANAPGDT,,E0057798,,BCT,WEST STREET
1800ED15431,E,Central Bus Stn (Stop K)  QT,2007-11-01T00:00:00,,Turning Circle,TURNING CIRCLE,Oldham,2007-11-01T00:00:00,MANAPGDW,,E0057798,,BCT,WEST STREET
1800ED15441,W,Central Bus Stn (Stop L)  QS,2007-11-01T00:00:00,,Turning Circle,TURNING CIRCLE,Oldham,2007-11-01T00:00:00,MANAPGJA,,E0057798,,BCT,WEST STREET
1800ED15451,W,Central Bus Stn (Stop M)  QT,2007-11-01T00:00:00,,Turning Circle,TURNING CIRCLE,Oldham,2007-11-01T00:00:00,MANAPGJD,,E0057798,,BCT,WEST STREET
1800ED15401,E,Central Bus Stn (Stop N)  QS,2007-11-01T00:00:00,,Civic Centre,CIVIC CENTRE,Oldham,2007-11-01T00:00:00,MANAPGDM,,E0057798,,BCT,WEST STREET
