AtcoCode,Bearing,CommonName,CreationDateTime,GrandParentLocalityName,Indicator,Landmark,LocalityName,ModificationDateTime,NaptanCode,Notes,NptgLocalityCode,ParentLocalityName,ShortCommonName,StopType,Street
1800SB31511,W,Wilmslow Rd,2007-11-01T00:00:00,,Stop J,CHILDRENS CTR,Rusholme,2007-11-01T00:00:00,MANGTPJT,,E0029284,Manchester,Wilmslow Rd,BCT,GT WESTERN ST
1800EB04341,E,Wilmslow Rd,2007-11-01T00:00:00,,Stop D,FLATS,Rusholme,2007-11-01T00:00:00,MANADPAJ,,E0029284,Manchester,Wilmslow Rd,BCT,DICKENSON RD
1800EB07871,W,Wilmslow Rd,2007-11-01T00:00:00,,Stop D,HOUSE 9,Fallowfield,2007-11-01T00:00:00,MANADWJD,,N0074979,Manchester,Wilmslow Rd,BCT,WILBRAHAM RD
1800EB07861,E,Wilmslow Rd,2007-11-01T00:00:00,,Stop C,ST JAMES CHURCH,Fallowfield,2007-11-01T00:00:00,MANADWJA,,N0074979,Manchester,Wilmslow Rd,BCT,WILBRAHAM RD
1800SB14111,E,Wilmslow Rd,2007-11-01T00:00:00,,Stop D,AROSA HOTEL,Fallowfield,2007-11-01T00:00:00,MANGTAGD,,N0074979,Manchester,Wilmslow Rd,BCT,MAULDETH RD
1800SB34431,NE,Wilmslow Rd,2007-11-01T00:00:00,,Stop A,CHURCH HALL,Withington,2007-11-01T00:00:00,MANGWJDJ,,E0029558,Manchester,Wilmslow Rd,BCT,PALATINE RD
1800EB08101,E,Wilmslow Rd,2007-11-01T00:00:00,,nr,CAR PARK,Rusholme,2007-11-01T00:00:00,MANADWPG,,E0029284,Manchester,Wilmslow Rd,BCT,PLATT LN
1800SB34421,SW,Wilmslow Rd,2007-11-01T00:00:00,,Stop B,CHURCH,Withington,2007-11-01T00:00:00,MANGWJDG,,E0029558,Manchester,Wilmslow Rd,BCT,PALATINE RD
1800SB12501,N,Wilmslow Rd,2007-11-01T00:00:00,Manchester,Stop L,COPPER HOUSE,East Didsbury,2007-11-01T00:00:00,MANGPWAT,,E0028368,Didsbury,Wilmslow Rd,BCT,PARRS WOOD RD
1800SG44981,W,Wilmslow Rd,2014-02-17T00:00:00,,nr,HOUSE 24,Heald Green,2014-02-17T00:00:00,MANJMGMT,INDICATOR AMENDED,N0075002,,Wilmslow Rd,BCT,ETCHELLS RD
1800SG05191,SW,Wilmslow Road,2014-02-17T00:00:00,,nr,,Cheadle,2014-02-17T00:00:00,MANJAGJM,INDICATOR AMENDED,E0028698,,Wilmslow Road,BCT,SCHOOLS HILL
1800EHH0452,E,Wilshaw Grove,2007-11-01T00:00:00,,None,Wilshaw Grove,Waterloo,2007-11-01T00:00:00,,,E0029507,Ashton Under Lyne,,BCT,WILSHAW GROVE
1800EHH2101,E,Wilshaw Grove (Eastbound),2009-11-06T00:00:00,,Nr Path,Wilshaw Grove (Eastbound),Waterloo,2009-11-06T00:00:00,,,E0029507,Ashton Under Lyne,Wilshaw Gr,BCT,WILSHAW GROVE
1800EHH1102,SE,Wilshaw Grove (N Bnd),2010-10-29T00:00:00,,None,Wilshaw Grove (N Bnd),Waterloo,2010-10-29T00:00:00,,DIRECTION AMENDED,E0029507,Ashton Under Lyne,,BCT,WILSHAW GROVE
1800EHH1101,NW,Wilshaw Grove (N Bnd),2010-10-29T00:00:00,,None,Wilshaw Grove (N Bnd),Waterloo,2010-10-29T00:00:00,,DIRECTION AMENDED,E0029507,Ashton Under Lyne,,BCT,WILSHAW GROVE
1800EHH2241,S,Wilshaw Grove (S Bnd),2010-10-29T00:00:00,,Nr Hse 57,Wilshaw Grove (S Bnd),Waterloo,2010-10-29T00:00:00,,,E0029507,Ashton Under Lyne,,BCT,WILSHAW GROVR
1800EHH0451,W,Wilshaw Grove (Westbound),2009-11-06T00:00:00,,None,Wilshaw Grove (Westbound),Waterloo,2009-11-06T00:00:00,,NAME CHANGED,E0029507,Ashton Under Lyne,,BCT,WILSHAW GROVE
1800EH21601,S,Wilshaw Ln,2007-11-01T00:00:00,,nr,HOUSE 32,Waterloo,2007-11-01T00:00:00,MANDAJTG,,E0029507,Ashton Under Lyne,Wilshaw Ln,BCT,VICARAGE RD
1800EH20981,N,Wilshaw Ln,2007-11-01T00:00:00,,Stop C,DOG & PARTRIDGE,Waterloo,2007-11-01T00:00:00,MANDAGMW,,E0029507,Ashton Under Lyne,Wilshaw Ln,BCT,OLDHAM RD
1800EH20971,S,Wilshaw Ln,2007-11-01T00:00:00,,Stop D,TRAVIS PERKINS,Waterloo,2007-11-01T00:00:00,MANDAGMT,,E0029507,Ashton Under Lyne,Wilshaw Ln,BCT,OLDHAM RD
1800NF08131,NW,Wilson Ave,2008-03-26T00:00:00,Salford,opp,HOUSE 21,Clifton Green,2008-03-26T00:00:00,MANTJAMP,INDICATOR AMENDED,N0074945,Clifton,Whitehead Rd,BCT,WHITEHEAD RD
1800EB17831,S,Wilson St,2014-09-15T00:00:00,,nr,,Beswick,2014-09-15T00:00:00,MANTWJMT,,E0028544,Manchester,Wilson St,BCT,ALAN TURING WAY
1800WA18661,SE,Wilton Arms,2014-05-16T00:00:00,,opp,WILTON ARMS,Horrocks Fold,2014-05-16T00:00:00,MANPDMGM,indicator amended,E0028855,,Wilton Arms,BCT,BELMONT ROAD
1800WA18651,NW,Wilton Arms,2014-05-16T00:00:00,,o/s,WILTON ARMS,Horrocks Fold,2014-05-16T00:00:00,MANPDMGJ,indicator amended,E0028855,,Wilton Arms,BCT,BELMONT ROAD
1800SJ12181,SW,Wilton Drive,2014-10-09T00:00:00,,nr,HOUSE 13,Hale Barns,2014-10-09T00:00:00,MANJTAMW,INDICATOR AMENDED,N0074997,Altrincham,Wilton Drive,BCT,ELMRIDGE DRIVE
1800SJ12211,NE,Wilton Drive,2014-10-09T00:00:00,,opp,HOUSE 12,Hale Barns,2014-10-09T00:00:00,MANJTAPA,INDICATOR AMENDED,N0074997,Altrincham,Wilton Drive,BCT,ELMRIDGE DRIVE
1800EH41441,E,Wilton Gr,2007-11-01T00:00:00,,opp,HOUSE 5,Thornley Park,2007-11-01T00:00:00,MANDGPJD,,E0029438,Debdale Park,Wilton Gr,BCT,MANCHESTER RD
1800EH00181,W,Wilton Gr,2010-04-19T00:00:00,,nr,NATIONAL GARAGE,Thornley Park,2010-04-19T00:00:00,MANATWGP,INDICATOR AMENDED,E0029438,Debdale Park,Wilton Gr,BCT,MANCHESTER RD
1800NE48351,E,Wilton Hotel,2007-11-01T00:00:00,,o/s,WILTON HOTEL,Rhodes,2007-11-01T00:00:00,MANGDTJD,,E0029248,Middleton,Wilton Hotel,BCT,M/CR OLD ROAD
1800NB42561,N,Wilton Rd,2007-11-01T00:00:00,Manchester,opp,HILLTOP COURT,Crumpsall Green,2007-11-01T00:00:00,MANDJWMD,,E0028302,Higher Crumpsall,Wilton Rd,BCT,MIDDLETON RD
1800NB42651,S,Wilton Rd,2010-04-20T00:00:00,Manchester,nr,LOVELL COURT,Crumpsall Green,2010-04-20T00:00:00,MANDJWPJ,INDICATOR AMENDED,E0028302,Higher Crumpsall,Wilton Rd,BCT,MIDDLETON RD
1800NBH0462,W,Wilton Road,2007-11-01T00:00:00,Manchester,Holland Road,HOLLAND ROAD,Crumpsall Green,2007-11-01T00:00:00,,,E0028302,Higher Crumpsall,,BCT,WILTON ROAD
1800NBH0721,E,Wilton Road,2007-11-01T00:00:00,Manchester,Mayberth Avenue,MAYBERTH AVENUE,Crumpsall Green,2007-11-01T00:00:00,,,E0028302,Higher Crumpsall,,BCT,WILTON ROAD
1800NBH0722,W,Wilton Road,2007-11-01T00:00:00,Manchester,Mayberth Avenue,MAYBERTH AVENUE,Crumpsall Green,2007-11-01T00:00:00,,,E0028302,Higher Crumpsall,,BCT,WILTON ROAD
1800NBH0461,E,Wilton Road,2007-11-01T00:00:00,Manchester,Holland Road,HOLLAND ROAD,Crumpsall Green,2007-11-01T00:00:00,,,E0028302,Higher Crumpsall,,BCT,WILTON ROAD
1800SG10461,SE,Wilton St,2014-02-21T00:00:00,,nr,THORNLEY PARK,North Reddish,2014-02-21T00:00:00,MANJDJGT,INDICATOR AMENDED,E0029156,Reddish,Wilton St,BCT,THORNLEY LN STH
1800ED28141,SW,Wimbledon Rd,2010-04-19T00:00:00,,nr,HOUSE 116,Failsworth,2010-04-19T00:00:00,MANATGTP,INDICATOR AMENDED,E0028385,,Wimbledon Rd,BCT,ROMAN RD
1800ED28151,NE,Wimbledon Rd,2010-04-19T00:00:00,,opp,HOUSE 169,Failsworth,2010-04-19T00:00:00,MANATGTW,INDICATOR AMENDED,E0028385,,Wimbledon Rd,BCT,ROMAN RD
1800WK00741,NW,Wimborne Rd,2013-05-21T00:00:00,,nr,HOUSE 55,Kitt Green,2013-05-21T00:00:00,MANPMGPT,INDICATOR AMENDED,E0028911,Wigan,Wimborne Rd,BCT,LATHAM LN
1800NE07941,SE,Wince Cl,2007-11-01T00:00:00,,nr,HOUSE 11,Alkrington,2007-11-01T00:00:00,MANDWMTA,,N0074880,Middleton,Wince Close,BCT,KINGSWAY
1800NFH0332,W,Winchester Road,2007-11-01T00:00:00,Salford,Winchester Road,WINCHESTER ROAD,Ellesmere Park,2007-11-01T00:00:00,,,E0028378,Eccles,,BCT,SOMERSET ROAD
1800NFH0331,E,Winchester Road,2007-11-01T00:00:00,Salford,Winchester Road,WINCHESTER ROAD,Ellesmere Park,2007-11-01T00:00:00,,,E0028378,Eccles,,BCT,SOMERSET ROAD
1800SJ41171,NE,Winchester Road,2015-01-16T00:00:00,,opp,HOUSE 37,Hale Barns,2015-01-16T00:00:00,MANJTJMD,INDICATOR AMENDED,N0074997,Altrincham,Winchester Road,BCT,SHAY LANE
1800SJ41061,SW,Winchester Road,2015-01-16T00:00:00,,nr,HOUSE 39,Hale Barns,2015-01-16T00:00:00,MANJTJDP,INDICATOR AMENDED,N0074997,Altrincham,Winchester Road,BCT,SHAY LANE
1800WAH2141,NE,Winchester Way,2007-11-01T00:00:00,,Winchester Way,WINCHESTER WAY,Top O Th Brow,2007-11-01T00:00:00,,,E0029452,,,BCT,BLAIR LANE
1800WA07641,NE,Winchester Way,2007-11-01T00:00:00,,nr,HOUSE 121,Withins,2007-11-01T00:00:00,MANJWJWA,,E0029559,Top O Th Brow,Winchester Way,BCT,DEEPDALE ROAD
1800WA11811,SW,Winchester Way,2007-11-01T00:00:00,,opp,HOUSE 62,Withins,2007-11-01T00:00:00,MANJWTWA,,E0029559,Top O Th Brow,Winchester Way,BCT,DEEPDALE ROAD
1800WAH1332,NW,Windermere Ave,2007-11-01T00:00:00,,Park Road,PARK ROAD,Little Lever,2007-11-01T00:00:00,,,E0028979,,,BCT,WINDERMERE AVE
1800WK30521,SE,Windermere Ave,2007-11-01T00:00:00,,nr,,Hag Fold,2007-11-01T00:00:00,MANPWTWM,,E0028727,Atherton,Windermere Ave,BCT,SPA RD
1800WK11151,NW,Windermere Ave,2014-02-12T00:00:00,,opp,,Hag Fold,2014-02-12T00:00:00,MANTGWAJ,indicator amended,E0028727,Atherton,Windermere Ave,BCT,SPA RD
1800WAH1331,SE,Windermere Ave,2007-11-01T00:00:00,,Park Road,PARK ROAD,Little Lever,2007-11-01T00:00:00,,,E0028979,,,BCT,WINDERMERE AVE
1800WAH4101,NW,Windermere Ave (N bnd),2015-05-14T00:00:00,,N-bound,Windermere Ave (N bnd),Little Lever,2015-05-14T00:00:00,,,E0028979,,,BCT,WINDERMERE AVE
1800WAH4091,SE,Windermere Ave (S Bnd),2015-05-14T00:00:00,,S-bound,Windermere Ave (S Bnd),Little Lever,2015-05-14T00:00:00,,,E0028979,,,BCT,WINDERMERE AVE
1800WK30522,E,Windermere Avenue,2006-05-31T00:00:00,,Gable End,WINDERMERE AVE,Hag Fold,2006-05-31T00:00:00,,,E0028727,Atherton,,BCT,Spa Road
1800EH35961,W,Windermere Cres,2007-11-01T00:00:00,,nr,HOUSE 75,Crowhill,2007-11-01T00:00:00,MANDATAJ,,E0028298,Ashton Under Lyne,Windermere Cres,BCT,KNOWLE AVENUE
1800NE26641,SE,Windermere Rd,2007-11-01T00:00:00,,nr,HOUSE 307,Langley,2007-11-01T00:00:00,MANGAWTA,,E0028938,Middleton,Windermere Rd,BCT,WOOD ST
1800ED14071,N,Windermere Rd,2007-11-01T00:00:00,,nr,HOUSE 149,Thorp,2007-11-01T00:00:00,MANAPDAJ,,E0029440,Royton,Windermere Rd,BCT,FIR LN
1800SG16041,E,Windermere Rd,2014-02-18T00:00:00,,nr,AQUINAS COLLEGE,Mile End,2014-02-18T00:00:00,MANJDWDJ,INDICATOR AMENDED,E0029062,Heaviley,Windermere Rd,BCT,NANGREAVE RD
1800ED14081,S,Windermere Rd,2010-04-15T00:00:00,,opp,HOUSE 175,Thorp,2010-04-15T00:00:00,MANAPDAM,INDICATOR AMENDED,E0029440,Royton,Windermere Rd,BCT,FIR LN
1800WK01761,NE,Windermere Rd,2013-05-28T00:00:00,Wigan,opp,HOUSE 62,Belle Green Estate,2013-05-28T00:00:00,MANPMPWD,INDICATOR AMENDED,N0074893,Ince,Windermere Rd,BCT,LANGDALE AVE
1800WA42351,NW,Windermere Rd,2014-02-26T00:00:00,,nr,HOUSE 355,Highfield,2014-02-26T00:00:00,MANPGTMT,indicator amended,N0075010,Farnworth,Windermere Rd,BCT,HIGHFIELD RD
1800SG16051,W,Windermere Rd,2014-02-18T00:00:00,,opp,BOWLING GREEN,Mile End,2014-02-18T00:00:00,MANJDWDM,INDICATOR AMENDED,E0029062,Heaviley,Windermere Rd,BCT,NANGREAVE RD
1800NE31691,SW,Windermere Rd,2007-11-01T00:00:00,,nr,HOUSE 21,Langley,2017-02-21T14:38:53,MANGDAPD,,E0028938,Middleton,Windermere Rd,BCT,LANGDALE DR
1800NE31701,NE,Windermere Rd,2007-11-01T00:00:00,,adj,HOUSE 30,Langley,2007-11-01T00:00:00,MANGDAPG,,E0028938,Middleton,Windermere Rd,BCT,LANGDALE DR
1800WA42361,E,Windermere Rd,2014-02-26T00:00:00,,opp,HOUSE 284,Highfield,2014-02-26T00:00:00,MANPGTMW,indicator amended,N0075010,Farnworth,Windermere Rd,BCT,HIGHFIELD RD
1800NEH2921,N,Windermere Rd (Nbd - to def.route),2007-11-01T00:00:00,,None,Windermere Rd (Nbd - to def.route),Langley,2007-11-01T00:00:00,,,E0028938,Middleton,,BCT,WINDERMERE ROAD
1800NEH3121,S,Windermere Rd (Sbd - to def route),2007-11-01T00:00:00,,None,Windermere Rd (Sbd - to def route),Langley,2007-11-01T00:00:00,,,E0028938,Middleton,,BCT,WINDERMERE ROAD
1800SGH2221,W,Windermere Rd (W bnd),2007-11-01T00:00:00,,W-bound,Windermere Rd (W bnd),Windlehurst,2007-11-01T00:00:00,,,E0029552,High Lane,,BCT,WINDERMERE ROAD
1800SGH2391,S,Windermere Road,2007-11-01T00:00:00,,Bleatarn Road,BLEATARN ROAD,Offerton,2007-11-01T00:00:00,,,E0029163,,,BCT,WINDERMERE ROAD
1800SGH2392,N,Windermere Road,2007-11-01T00:00:00,,Bleatarn Road,BLEATARN ROAD,Offerton,2007-11-01T00:00:00,,,E0029163,,,BCT,WINDERMERE ROAD
1800WKH3391,SW,Windermere Road,2010-04-28T00:00:00,Wigan,Langdale Ave,LANGDALE AVE,Belle Green Estate,2010-04-28T00:00:00,,REMOVED,N0074893,Ince,,BCT,WINDERMERE ROAD
1800WAH0451,W,Windermere Road,2007-11-01T00:00:00,,Calderbeck Road,CALDERBECK ROAD,Highfield,2007-11-01T00:00:00,,,N0075010,Farnworth,,BCT,WINDERMERE ROAD
1800WKH3392,NE,Windermere Road,2010-04-28T00:00:00,Wigan,Langdale Ave,LANGDALE AVE,Belle Green Estate,2010-04-28T00:00:00,,REMOVED,N0074893,Ince,,BCT,WINDERMERE ROAD
1800WAH0452,E,Windermere Road,2007-11-01T00:00:00,,Calderbeck Road,CALDERBECK ROAD,Highfield,2007-11-01T00:00:00,,,N0075010,Farnworth,,BCT,WINDERMERE ROAD
1800SGH2212,NW,Windermere Road,2015-10-07T00:00:00,,Windermere Road,WINDERMERE ROAD,High Lane,2015-10-07T00:00:00,,,E0028794,,,BCT,KESWICK ROAD
1800SGH2222,E,Windermere Road,2015-10-07T00:00:00,,Arnside Close,ARNSIDE CLOSE,Windlehurst,2015-10-07T00:00:00,,,E0029552,High Lane,,BCT,WINDERMERE ROAD
1800WAH4041,N,Windermere Road (Nbnd),2015-05-12T00:00:00,,N-bound,Windermere Road (Nbnd),Highfield,2015-05-12T00:00:00,,,N0075010,Farnworth,,BCT,WINDERMERE ROAD
1800WAH4061,S,Windermere Road (Sbnd),2015-05-13T00:00:00,,S-bound,Windermere Road (Sbnd),Highfield,2015-05-13T00:00:00,,,N0075010,Farnworth,,BCT,WINDERMERE ROAD
1800WAH4031,W,Windermere Road (Wbnd),2015-05-12T00:00:00,,W-bound,Windermere Road (Wbnd),Highfield,2015-05-12T00:00:00,,,N0075010,Farnworth,,BCT,WINDERMERE ROAD
1800ED03081,E,Windermere Wk,2007-11-01T00:00:00,,nr,FLATS,Greenacres,2007-11-01T00:00:00,MANAJWPT,,E0028471,,Windermere Wk,BCT,GREENACRES RD
1800SGH0552,W,Windlehurst Road,2007-11-01T00:00:00,,Windlehurst Rd,WINDLEHURST RD,Windlehurst,2007-11-01T00:00:00,,,E0029552,High Lane,,BCT,WINDERMERE ROAD
1800SGH0551,E,Windlehurst Road,2007-11-01T00:00:00,,Windlehurst Rd,WINDLEHURST RD,Windlehurst,2007-11-01T00:00:00,,,E0029552,High Lane,,BCT,WINDERMERE ROAD
1800SG36181,N,Windlehurst Sch,2014-02-05T00:00:00,,o/s,HOUSE 299,Hawk Green,2014-02-05T00:00:00,MANJGJGD,INDICATOR AMENDED,E0028761,Marple,School,BCT,WINDLEHURST RD
1800SG36191,S,Windlehurst Sch,2014-02-05T00:00:00,,opp,HOUSE 295,Hawk Green,2014-02-05T00:00:00,MANJGJGJ,INDICATOR AMENDED,E0028761,Marple,School,BCT,WINDLEHURST RD
1800WK46081,SE,Windleshaw St,2007-11-01T00:00:00,Wigan,nr,FLATS 191,Lower Ince,2007-11-01T00:00:00,MANTDPWT,,E0029015,Ince,Lower Ince,BCT,WARRINGTON RD
1800WF41271,NW,Windmill Hotel,2014-02-18T00:00:00,,Stop A,HOUSE 706,Pendlebury,2014-02-18T00:00:00,MANPMDGJ,indicator amended,E0029198,Salford,Windmill Hotel,BCT,BOLTON RD
1800WF15011,S,Windmill Hotel,2007-11-01T00:00:00,,Stop B,SHOP,Pendlebury,2007-11-01T00:00:00,MANPJGMG,,E0029198,Salford,Windmill Hotel,BCT,BOLTON RD
1800EHH0762,SW,Windmill Lane,2007-11-01T00:00:00,,Thornley Lane S,THORNLEY LANE S,Dane Bank,2007-11-01T00:00:00,,,E0028316,Denton,,BCT,WINDMILL LANE
1800EHH0761,NE,Windmill Lane (NE Bnd),2010-10-29T00:00:00,,Thornley Lane S,THORNLEY LANE S,Dane Bank,2010-10-29T00:00:00,,DIRECTION AMENDED,E0028316,Denton,,BCT,WINDMILL LANE
1800EHH0931,SW,Windmill Lane (SW Bnd),2010-10-29T00:00:00,,Windmill Lane,KENT ROAD,Dane Bank,2010-10-29T00:00:00,,DIRECTION AMENDED,E0028316,Denton,,BCT,WINDMILL LANE
1800EH08091,SE,Windmill Ln,2008-03-26T00:00:00,,opp,HOUSE 213,Dane Bank,2008-03-26T00:00:00,MANAWMDG,INDICATOR AMENDED,E0028316,Denton,Windmill Ln,BCT,THORNLEY LN STH
1800NF27401,S,Windsor Ave,2007-11-01T00:00:00,,nr,HOUSE 60,Irlam,2007-11-01T00:00:00,MANGJTPD,,E0028884,Salford,Windsor Ave,BCT,SILVER ST
1800WK31321,S,Windsor Ave,2007-11-01T00:00:00,Leigh,opp,HOUSE 27,Blackmoor,2007-11-01T00:00:00,MANTAGPJ,,E0028559,Astley,Windsor Ave,BCT,PRINCES AVE
1800WK31331,N,Windsor Ave,2007-11-01T00:00:00,Leigh,nr,HOUSE 50,Blackmoor,2007-11-01T00:00:00,MANTAGPM,,E0028559,Astley,Windsor Ave,BCT,PRINCES AVE
1800SJ04421,W,Windsor Avenue,2014-10-03T00:00:00,,nr,HOUSE 15,Sale,2014-10-03T00:00:00,MANJPMDG,INDICATOR AMENDED,E0029289,,Windsor Avenue,BCT,GLEBELANDS ROAD
1800SG38511,E,Windsor Castle,2014-02-05T00:00:00,,opp,WINDSOR CASTLE,Cote Green,2014-02-05T00:00:00,MANJGTDM,INDICATOR AMENDED,E0028282,Marple Bridge,Windsor Castle,BCT,GLOSSOP RD
1800SG38521,W,Windsor Castle,2014-02-05T00:00:00,,o/s,WINDSOR CASTLE,Cote Green,2014-02-05T00:00:00,MANJGTDP,INDICATOR AMENDED,E0028282,Marple Bridge,Windsor Castle,BCT,GLOSSOP RD
1800SG37351,N,Windsor Castle,2014-02-05T00:00:00,,nr,HOUSE 177,Cote Green,2014-02-05T00:00:00,MANJGMAJ,INDICATOR AMENDED,E0028282,Marple Bridge,Windsor Castle,BCT,COMPSTALL RD
1800WA43421,W,Windsor Court,2014-02-21T00:00:00,,o/s,,Lever Edge,2014-02-21T00:00:00,MANPJATD,indicator amended,E0028954,,Windsor Court,BCT,HOLMESWOOD RD
1800EH08511,NW,Windsor Dr,2007-11-01T00:00:00,,opp,PLAYING FLDS,Crowhill,2007-11-01T00:00:00,MANAWMWD,,E0028298,Ashton Under Lyne,Windsor Dr,BCT,RICHMOND ST
1800EH08661,SE,Windsor Dr,2007-11-01T00:00:00,,nr,HOUSE 1,Crowhill,2007-11-01T00:00:00,MANAWMWT,,E0028298,Ashton Under Lyne,Windsor Dr,BCT,RICHMOND ST
1800ED28701,N,Windsor Rd,2007-11-01T00:00:00,,nr,HOUSE 190,Coppice,2007-11-01T00:00:00,MANATJTP,,E0028278,Oldham,Windsor Rd,BCT,COPSTER HILL RD
1800ED08601,SW,Windsor Rd,2007-11-01T00:00:00,,opp,HOUSE 2,Coppice,2007-11-01T00:00:00,MANAMDTD,,E0028278,Oldham,Windsor Rd,BCT,CHAMBER RD
1800EB02841,S,Windsor Rd,2010-03-25T00:00:00,,nr,HOUSE 47,Belle Vue,2010-03-25T00:00:00,MANADJGP,INDICATOR AMENDED,E0028538,Manchester,Windsor Rd,BCT,MOUNT RD
1800WKH2231,W,Windsor Rd (Sbnd),2010-05-05T00:00:00,,,WINDSOR ROAD,Ashton Heath,2010-05-05T00:00:00,,DIRECTION AMENDED,E0028487,Ashton In Makerfield,,BCT,HEATH ROAD
1800WKH2232,W,Windsor Road,2007-11-01T00:00:00,,Windsor Road,WINDSOR ROAD,Ashton In Makerfield,2007-11-01T00:00:00,,,E0028491,,,BCT,HEATH ROAD
1800NFH1061,SW,Windsor Road,2007-11-01T00:00:00,,Park Road,PARK ROAD,Bowker Vale,2007-11-01T00:00:00,,,E0028588,,,BCT,WINDSOR ROAD
1800NFH1062,NE,Windsor Road,2007-11-01T00:00:00,,Park Road,PARK ROAD,Bowker Vale,2007-11-01T00:00:00,,,E0028588,,,BCT,WINDSOR ROAD
1800NFH0022,NE,Windsor Road,2007-11-01T00:00:00,,Edenfield Road,EDENFIELD ROAD,Bowker Vale,2007-11-01T00:00:00,,,E0028588,,,BCT,WINDSOR ROAD
1800WAH0982,S,Windsor Road,2007-11-01T00:00:00,,The Cresent,THE CRESENT,Toppings,2007-11-01T00:00:00,,,E0029460,Bromley Cross,,BCT,WINDSOR ROAD
1800NFH0021,SW,Windsor Road,2007-11-01T00:00:00,,Edenfield Road,EDENFIELD ROAD,Bowker Vale,2007-11-01T00:00:00,,,E0028588,,,BCT,WINDSOR ROAD
1800WAH0981,N,Windsor Road,2007-11-01T00:00:00,,The Cresent,THE CRESENT,Toppings,2007-11-01T00:00:00,,,E0029460,Bromley Cross,,BCT,WINDSOR ROAD
1800WK38131,NW,Windsor Road,2007-11-01T00:00:00,,nr,HOUSE 151,Golborne,2007-11-01T00:00:00,MANTDMGM,,E0028447,,Windsor Rd,BCT,LOWTON RD
1800WAH4231,N,Windsor Road (N bnd),2015-05-18T00:00:00,,N-bound,Windsor Road (N bnd),Toppings,2015-05-18T00:00:00,,,E0029460,Bromley Cross,,BCT,WINDSOR ROAD
1800EB02831,N,Windsor St,2010-03-25T00:00:00,,opp,HOUSE 94,Belle Vue,2010-03-25T00:00:00,MANADJGM,INDICATOR AMENDED,E0028538,Manchester,Windsor St,BCT,MOUNT RD
1800WK05901,NE,Windy Arbour,2014-02-14T00:00:00,,nr,LODGE HOUSE,Windy Arbour,2014-02-14T00:00:00,MANPTMJA,indicator amended,E0029554,Wigan,Windy Arbour,BCT,PEMBERTON RD
1800WK05911,SW,Windy Arbour,2014-02-25T00:00:00,,,TURNING CIRCLE,Windy Arbour,2014-02-25T00:00:00,MANPTMJD,indicator amended,E0029554,Wigan,Windy Arbour,BCT,PEMBERTON RD
1800WKH3342,NE,Windy Arbour,2007-11-01T00:00:00,,Winstanley Road,WINSTANLEY ROAD,Windy Arbour,2007-11-01T00:00:00,,,E0029554,Wigan,,BCT,WIGAN ROAD
1800WKH3341,SW,Windy Arbour (SWbnd),2010-05-22T00:00:00,,Winstanley Road,WINSTANLEY ROAD,Windy Arbour,2010-05-22T00:00:00,,DIRECTION AMENDED,E0029554,Wigan,,BCT,WIGAN ROAD
1800WK37911,S,Windy Bank Farm,2007-11-01T00:00:00,Wigan,o/s,FARM,Dover,2007-11-01T00:00:00,MANTDJWT,,E0028352,Abram,Windy Bank Farm,BCT,WIGAN RD
1800WK37901,N,Windy Bank Farm,2007-11-01T00:00:00,Wigan,opp,BUILDING 10,Dover,2007-11-01T00:00:00,MANTDJWP,,E0028352,Abram,Windy Bank Farm,BCT,WIGAN RD
1800WA13081,N,Windy Harbour Lane,2010-03-30T00:00:00,,nr,HOUSE 105,Bromley Cross,2010-03-30T00:00:00,MANPAGMT,INDICATOR AMENDED,E0028618,,Windy Harbour Ln.,BCT,CHAPELTOWN ROAD
1800WA13091,S,Windy Harbour Lane,2010-03-30T00:00:00,,opp,HOUSE 102,Bromley Cross,2010-03-30T00:00:00,MANPAGMW,INDICATOR AMENDED,E0028618,,Windy Harbour Ln.,BCT,CHAPELTOWN ROAD
1800NC07011,E,Wingate Dr,2007-11-01T00:00:00,,Stop B,HOUSE 16,Whitefield,2007-11-01T00:00:00,MANDPAMD,,E0029536,Bury,Wingate Dr,BCT,RADCLIFFE NEW R
1800NC06511,W,Wingate Dr,2007-11-01T00:00:00,,Stop A,HOUSE 33,Whitefield,2007-11-01T00:00:00,MANDMWJG,,E0029536,Bury,Wingate Dr,BCT,RADCLIFFE NEW R
1800WA17881,NW,Wingates,2007-11-01T00:00:00,,nr,NEXT STAGE,Wingates,2007-11-01T00:00:00,MANPDJAD,,E0029555,Westhoughton,Wingates,BCT,MANCHESTER ROAD
1800WA17871,SE,Wingates,2007-11-01T00:00:00,,at,HOUSE 21,Wingates,2007-11-01T00:00:00,MANPDGWT,,E0029555,Westhoughton,Wingates,BCT,MANCHESTER ROAD
1800WA09121,S,Wingates Ln,2014-02-28T00:00:00,,nr,,Middlebrook,2014-02-28T00:00:00,MANTGPGD,indicator amended,N0075079,Horwich,Wingates Ln,BCT,LOSTOCK LN
1800WA34761,N,Wingates Ln,2014-02-28T00:00:00,,opp,,Middlebrook,2014-02-28T00:00:00,MANPGMAD,indicator amended,N0075079,Horwich,Wingates Ln,BCT,LOSTOCK LN
1800NCH3541,W,Winifred Avenue,2007-11-01T00:00:00,,Broadbent Drive,BROADBENT DRIVE,Jericho,2007-11-01T00:00:00,,,E0028890,Bury,,BCT,WINIFRED AVENUE
